seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
0,100,0.1,1,random,1.0,100,0.0,0,46.3677,0.4089,36.15714751537072,94.46875
0,100,0.1,1,greedy,1.0,100,0.0,0,41.2556,0.2843,30.511293179842767,214.328125
0,100,0.1,1,linear_approx,1.0,100,0.0,0,40.9546,0.3069,31.099910556601984,868.9375
0,100,0.2,2,random,1.0,100,0.0,0,43.8844,0.3566,33.30022511691553,89.390625
0,100,0.2,2,greedy,1.0,100,0.0,0,38.8311,0.2743,29.294501285591046,324.375
0,100,0.2,2,linear_approx,1.0,100,0.0,0,40.077,0.2858,29.869162176207627,926.59375
0,100,0.4,5,random,1.0,100,0.0,0,39.4258,0.2904,29.81614705247664,95.5
0,100,0.4,5,greedy,1.0,100,0.0,0,38.5415,0.2554,28.01028448227758,607.609375
0,100,0.4,5,linear_approx,1.0,100,0.0,0,38.4063,0.2673,28.664636156238505,2241.375
0,100,0.8,11,random,1.0,100,0.0,0,36.6051,0.2547,27.308302062413468,99.734375
0,100,0.8,11,greedy,1.0,100,0.0,0,36.208,0.2414,26.50851159252333,935.171875
0,100,0.8,11,linear_approx,1.0,100,0.0,0,36.4026,0.2408,26.43900614084934,1011.171875
0,100,0.1,1,random,0.8,80,0.2,20,47.5075,0.3784,36.28932168383389,107.484375
0,100,0.1,1,greedy,0.8,80,0.2,20,40.5437,0.2792,30.307728294681773,242.78125
0,100,0.1,1,linear_approx,0.8,80,0.2,20,41.7425,0.2945,31.191874231342272,962.1875
0,100,0.1,1,random,0.8,80,0.1,10,48.7639,0.4045,36.93917582132755,99.625
0,100,0.1,1,greedy,0.8,80,0.1,10,40.9668,0.3095,30.490983435168204,238.703125
0,100,0.1,1,linear_approx,0.8,80,0.1,10,46.647,0.3593,35.06521319490615,963.09375
0,100,0.1,1,random,0.4,40,0.4,40,46.7908,0.3752,35.236403207904836,98.4375
0,100,0.1,1,greedy,0.4,40,0.4,40,41.8222,0.2796,31.046774693793466,238.484375
0,100,0.1,1,linear_approx,0.4,40,0.4,40,37.4282,0.2637,28.14644245927805,971.625
0,100,0.1,1,random,0.4,40,0.2,20,44.937,0.3672,34.539028696504715,99.84375
0,100,0.1,1,greedy,0.4,40,0.2,20,41.9738,0.3161,31.551298099183636,244.4375
0,100,0.1,1,linear_approx,0.4,40,0.2,20,38.0417,0.2837,28.18915415031674,966.21875
0,100,0.1,1,random,0.4,40,0.1,10,45.8075,0.3674,35.48282426760537,100.390625
0,100,0.1,1,greedy,0.4,40,0.1,10,41.5199,0.3115,31.893256413201517,250.703125
0,100,0.1,1,linear_approx,0.4,40,0.1,10,45.4441,0.3374,34.16905595747626,983.125
0,100,0.1,1,random,0.2,20,0.8,80,47.1813,0.3715,35.793733447926776,98.875
0,100,0.1,1,greedy,0.2,20,0.8,80,42.7806,0.3092,32.172382581445696,239.125
0,100,0.1,1,linear_approx,0.2,20,0.8,80,45.8861,0.3425,34.514376815001874,969.359375
0,100,0.1,1,random,0.2,20,0.4,40,45.9604,0.3439,34.47849205919831,99.625
0,100,0.1,1,greedy,0.2,20,0.4,40,41.7399,0.3102,31.71717485305339,240.8125
0,100,0.1,1,linear_approx,0.2,20,0.4,40,44.9166,0.3294,33.54250871588986,968.09375
0,100,0.1,1,random,0.2,20,0.2,20,45.9912,0.3634,34.509056588433474,99.90625
0,100,0.1,1,greedy,0.2,20,0.2,20,45.2049,0.3254,34.01087595255475,246.59375
0,100,0.1,1,linear_approx,0.2,20,0.2,20,43.4394,0.2746,31.606136050613866,974.0625
0,100,0.1,1,random,0.2,20,0.1,10,47.9432,0.3733,36.149186768907576,99.875
0,100,0.1,1,greedy,0.2,20,0.1,10,42.3756,0.3093,31.803017000310568,251.421875
0,100,0.1,1,linear_approx,0.2,20,0.1,10,42.3399,0.2909,30.829328162683158,973.3125
0,100,0.1,1,random,0.0,0,0.8,80,47.7617,0.3889,37.28747753646813,98.40625
0,100,0.1,1,greedy,0.0,0,0.8,80,40.8414,0.2754,30.092559264667376,241.859375
0,100,0.1,1,linear_approx,0.0,0,0.8,80,43.9137,0.2833,32.790337338892186,968.015625
0,100,0.1,1,random,0.0,0,0.4,40,44.2429,0.3047,32.92063033579271,99.8125
0,100,0.1,1,greedy,0.0,0,0.4,40,46.1074,0.2886,33.377238856505585,244.078125
0,100,0.1,1,linear_approx,0.0,0,0.4,40,40.178,0.2756,29.00999434044383,976.21875
0,100,0.1,1,random,0.0,0,0.2,20,45.6144,0.3621,34.59254153628688,100.34375
0,100,0.1,1,greedy,0.0,0,0.2,20,42.7784,0.3094,32.50131521428271,246.0
0,100,0.1,1,linear_approx,0.0,0,0.2,20,43.1307,0.31,31.5178266896605,982.984375
0,100,0.1,1,random,0.0,0,0.1,10,43.0778,0.3594,33.51659278019787,99.84375
0,100,0.1,1,greedy,0.0,0,0.1,10,43.6772,0.2983,32.199789064679564,249.828125
0,100,0.1,1,linear_approx,0.0,0,0.1,10,38.8813,0.2682,27.988801427429234,867.265625
